"id","name","description","memo","type","parentGroupName","parentGroupId","parentName"
"T7676","Node 7676","Node 7676 description","Node 7676 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T7677","Node 7677","Node 7677 description","Node 7677 memo","ROADM","Group 3","G3","Parent 3"
"T7678","Node 7678","Node 7678 description","Node 7678 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T7679","Node 7679","Node 7679 description","Node 7679 memo","ROADM","Group 2","G2","Parent 2"
"T7680","Node 7680","Node 7680 description","Node 7680 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T7681","Node 7681","Node 7681 description","Node 7681 memo","ROADM","Group 1","G1","Parent 1"
"T7682","Node 7682","Node 7682 description","Node 7682 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T7683","Node 7683","Node 7683 description","Node 7683 memo","ROADM","Group 3","G3","Parent 3"
"T7684","Node 7684","Node 7684 description","Node 7684 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T7685","Node 7685","Node 7685 description","Node 7685 memo","ROADM","Group 2","G2","Parent 2"
"T7686","Node 7686","Node 7686 description","Node 7686 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T7687","Node 7687","Node 7687 description","Node 7687 memo","ROADM","Group 1","G1","Parent 1"
"T7688","Node 7688","Node 7688 description","Node 7688 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T7689","Node 7689","Node 7689 description","Node 7689 memo","ROADM","Group 3","G3","Parent 3"
"T7690","Node 7690","Node 7690 description","Node 7690 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T7691","Node 7691","Node 7691 description","Node 7691 memo","ROADM","Group 2","G2","Parent 2"
"T7692","Node 7692","Node 7692 description","Node 7692 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T7693","Node 7693","Node 7693 description","Node 7693 memo","ROADM","Group 1","G1","Parent 1"
"T7694","Node 7694","Node 7694 description","Node 7694 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T7695","Node 7695","Node 7695 description","Node 7695 memo","ROADM","Group 3","G3","Parent 3"
"T7696","Node 7696","Node 7696 description","Node 7696 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T7697","Node 7697","Node 7697 description","Node 7697 memo","ROADM","Group 2","G2","Parent 2"
"T7698","Node 7698","Node 7698 description","Node 7698 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T7699","Node 7699","Node 7699 description","Node 7699 memo","ROADM","Group 1","G1","Parent 1"
"T7700","Node 7700","Node 7700 description","Node 7700 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T7701","Node 7701","Node 7701 description","Node 7701 memo","ROADM","Group 3","G3","Parent 3"
"T7702","Node 7702","Node 7702 description","Node 7702 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T7703","Node 7703","Node 7703 description","Node 7703 memo","ROADM","Group 2","G2","Parent 2"
"T7704","Node 7704","Node 7704 description","Node 7704 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T7705","Node 7705","Node 7705 description","Node 7705 memo","ROADM","Group 1","G1","Parent 1"
"T7706","Node 7706","Node 7706 description","Node 7706 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T7707","Node 7707","Node 7707 description","Node 7707 memo","ROADM","Group 3","G3","Parent 3"
"T7708","Node 7708","Node 7708 description","Node 7708 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T7709","Node 7709","Node 7709 description","Node 7709 memo","ROADM","Group 2","G2","Parent 2"
"T7710","Node 7710","Node 7710 description","Node 7710 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T7711","Node 7711","Node 7711 description","Node 7711 memo","ROADM","Group 1","G1","Parent 1"
"T7712","Node 7712","Node 7712 description","Node 7712 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T7713","Node 7713","Node 7713 description","Node 7713 memo","ROADM","Group 3","G3","Parent 3"
"T7714","Node 7714","Node 7714 description","Node 7714 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T7715","Node 7715","Node 7715 description","Node 7715 memo","ROADM","Group 2","G2","Parent 2"
"T7716","Node 7716","Node 7716 description","Node 7716 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T7717","Node 7717","Node 7717 description","Node 7717 memo","ROADM","Group 1","G1","Parent 1"
"T7718","Node 7718","Node 7718 description","Node 7718 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T7719","Node 7719","Node 7719 description","Node 7719 memo","ROADM","Group 3","G3","Parent 3"
"T7720","Node 7720","Node 7720 description","Node 7720 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T7721","Node 7721","Node 7721 description","Node 7721 memo","ROADM","Group 2","G2","Parent 2"
"T7722","Node 7722","Node 7722 description","Node 7722 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T7723","Node 7723","Node 7723 description","Node 7723 memo","ROADM","Group 1","G1","Parent 1"
"T7724","Node 7724","Node 7724 description","Node 7724 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T7725","Node 7725","Node 7725 description","Node 7725 memo","ROADM","Group 3","G3","Parent 3"
"T7726","Node 7726","Node 7726 description","Node 7726 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T7727","Node 7727","Node 7727 description","Node 7727 memo","ROADM","Group 2","G2","Parent 2"
"T7728","Node 7728","Node 7728 description","Node 7728 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T7729","Node 7729","Node 7729 description","Node 7729 memo","ROADM","Group 1","G1","Parent 1"
"T7730","Node 7730","Node 7730 description","Node 7730 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T7731","Node 7731","Node 7731 description","Node 7731 memo","ROADM","Group 3","G3","Parent 3"
"T7732","Node 7732","Node 7732 description","Node 7732 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T7733","Node 7733","Node 7733 description","Node 7733 memo","ROADM","Group 2","G2","Parent 2"
"T7734","Node 7734","Node 7734 description","Node 7734 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T7735","Node 7735","Node 7735 description","Node 7735 memo","ROADM","Group 1","G1","Parent 1"
"T7736","Node 7736","Node 7736 description","Node 7736 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T7737","Node 7737","Node 7737 description","Node 7737 memo","ROADM","Group 3","G3","Parent 3"
"T7738","Node 7738","Node 7738 description","Node 7738 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T7739","Node 7739","Node 7739 description","Node 7739 memo","ROADM","Group 2","G2","Parent 2"
"T7740","Node 7740","Node 7740 description","Node 7740 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T7741","Node 7741","Node 7741 description","Node 7741 memo","ROADM","Group 1","G1","Parent 1"
"T7742","Node 7742","Node 7742 description","Node 7742 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T7743","Node 7743","Node 7743 description","Node 7743 memo","ROADM","Group 3","G3","Parent 3"
"T7744","Node 7744","Node 7744 description","Node 7744 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T7745","Node 7745","Node 7745 description","Node 7745 memo","ROADM","Group 2","G2","Parent 2"
"T7746","Node 7746","Node 7746 description","Node 7746 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T7747","Node 7747","Node 7747 description","Node 7747 memo","ROADM","Group 1","G1","Parent 1"
"T7748","Node 7748","Node 7748 description","Node 7748 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T7749","Node 7749","Node 7749 description","Node 7749 memo","ROADM","Group 3","G3","Parent 3"
"T7750","Node 7750","Node 7750 description","Node 7750 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T7751","Node 7751","Node 7751 description","Node 7751 memo","ROADM","Group 2","G2","Parent 2"
"T7752","Node 7752","Node 7752 description","Node 7752 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T7753","Node 7753","Node 7753 description","Node 7753 memo","ROADM","Group 1","G1","Parent 1"
"T7754","Node 7754","Node 7754 description","Node 7754 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T7755","Node 7755","Node 7755 description","Node 7755 memo","ROADM","Group 3","G3","Parent 3"
"T7756","Node 7756","Node 7756 description","Node 7756 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T7757","Node 7757","Node 7757 description","Node 7757 memo","ROADM","Group 2","G2","Parent 2"
"T7758","Node 7758","Node 7758 description","Node 7758 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T7759","Node 7759","Node 7759 description","Node 7759 memo","ROADM","Group 1","G1","Parent 1"
"T7760","Node 7760","Node 7760 description","Node 7760 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T7761","Node 7761","Node 7761 description","Node 7761 memo","ROADM","Group 3","G3","Parent 3"
"T7762","Node 7762","Node 7762 description","Node 7762 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T7763","Node 7763","Node 7763 description","Node 7763 memo","ROADM","Group 2","G2","Parent 2"
"T7764","Node 7764","Node 7764 description","Node 7764 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T7765","Node 7765","Node 7765 description","Node 7765 memo","ROADM","Group 1","G1","Parent 1"
"T7766","Node 7766","Node 7766 description","Node 7766 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T7767","Node 7767","Node 7767 description","Node 7767 memo","ROADM","Group 3","G3","Parent 3"
"T7768","Node 7768","Node 7768 description","Node 7768 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T7769","Node 7769","Node 7769 description","Node 7769 memo","ROADM","Group 2","G2","Parent 2"
"T7770","Node 7770","Node 7770 description","Node 7770 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T7771","Node 7771","Node 7771 description","Node 7771 memo","ROADM","Group 1","G1","Parent 1"
"T7772","Node 7772","Node 7772 description","Node 7772 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T7773","Node 7773","Node 7773 description","Node 7773 memo","ROADM","Group 3","G3","Parent 3"
"T7774","Node 7774","Node 7774 description","Node 7774 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T7775","Node 7775","Node 7775 description","Node 7775 memo","ROADM","Group 2","G2","Parent 2"
"T7776","Node 7776","Node 7776 description","Node 7776 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T7777","Node 7777","Node 7777 description","Node 7777 memo","ROADM","Group 1","G1","Parent 1"
"T7778","Node 7778","Node 7778 description","Node 7778 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T7779","Node 7779","Node 7779 description","Node 7779 memo","ROADM","Group 3","G3","Parent 3"
"T7780","Node 7780","Node 7780 description","Node 7780 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T7781","Node 7781","Node 7781 description","Node 7781 memo","ROADM","Group 2","G2","Parent 2"
"T7782","Node 7782","Node 7782 description","Node 7782 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T7783","Node 7783","Node 7783 description","Node 7783 memo","ROADM","Group 1","G1","Parent 1"
"T7784","Node 7784","Node 7784 description","Node 7784 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T7785","Node 7785","Node 7785 description","Node 7785 memo","ROADM","Group 3","G3","Parent 3"
"T7786","Node 7786","Node 7786 description","Node 7786 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T7787","Node 7787","Node 7787 description","Node 7787 memo","ROADM","Group 2","G2","Parent 2"
"T7788","Node 7788","Node 7788 description","Node 7788 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T7789","Node 7789","Node 7789 description","Node 7789 memo","ROADM","Group 1","G1","Parent 1"
"T7790","Node 7790","Node 7790 description","Node 7790 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T7791","Node 7791","Node 7791 description","Node 7791 memo","ROADM","Group 3","G3","Parent 3"
"T7792","Node 7792","Node 7792 description","Node 7792 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T7793","Node 7793","Node 7793 description","Node 7793 memo","ROADM","Group 2","G2","Parent 2"
"T7794","Node 7794","Node 7794 description","Node 7794 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T7795","Node 7795","Node 7795 description","Node 7795 memo","ROADM","Group 1","G1","Parent 1"
"T7796","Node 7796","Node 7796 description","Node 7796 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T7797","Node 7797","Node 7797 description","Node 7797 memo","ROADM","Group 3","G3","Parent 3"
"T7798","Node 7798","Node 7798 description","Node 7798 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T7799","Node 7799","Node 7799 description","Node 7799 memo","ROADM","Group 2","G2","Parent 2"
"T7800","Node 7800","Node 7800 description","Node 7800 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T7801","Node 7801","Node 7801 description","Node 7801 memo","ROADM","Group 1","G1","Parent 1"
"T7802","Node 7802","Node 7802 description","Node 7802 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T7803","Node 7803","Node 7803 description","Node 7803 memo","ROADM","Group 3","G3","Parent 3"
"T7804","Node 7804","Node 7804 description","Node 7804 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T7805","Node 7805","Node 7805 description","Node 7805 memo","ROADM","Group 2","G2","Parent 2"
"T7806","Node 7806","Node 7806 description","Node 7806 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T7807","Node 7807","Node 7807 description","Node 7807 memo","ROADM","Group 1","G1","Parent 1"
"T7808","Node 7808","Node 7808 description","Node 7808 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T7809","Node 7809","Node 7809 description","Node 7809 memo","ROADM","Group 3","G3","Parent 3"
"T7810","Node 7810","Node 7810 description","Node 7810 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T7811","Node 7811","Node 7811 description","Node 7811 memo","ROADM","Group 2","G2","Parent 2"
"T7812","Node 7812","Node 7812 description","Node 7812 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T7813","Node 7813","Node 7813 description","Node 7813 memo","ROADM","Group 1","G1","Parent 1"
"T7814","Node 7814","Node 7814 description","Node 7814 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T7815","Node 7815","Node 7815 description","Node 7815 memo","ROADM","Group 3","G3","Parent 3"
"T7816","Node 7816","Node 7816 description","Node 7816 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T7817","Node 7817","Node 7817 description","Node 7817 memo","ROADM","Group 2","G2","Parent 2"
"T7818","Node 7818","Node 7818 description","Node 7818 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T7819","Node 7819","Node 7819 description","Node 7819 memo","ROADM","Group 1","G1","Parent 1"
"T7820","Node 7820","Node 7820 description","Node 7820 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T7821","Node 7821","Node 7821 description","Node 7821 memo","ROADM","Group 3","G3","Parent 3"
"T7822","Node 7822","Node 7822 description","Node 7822 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T7823","Node 7823","Node 7823 description","Node 7823 memo","ROADM","Group 2","G2","Parent 2"
"T7824","Node 7824","Node 7824 description","Node 7824 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T7825","Node 7825","Node 7825 description","Node 7825 memo","ROADM","Group 1","G1","Parent 1"
"T7826","Node 7826","Node 7826 description","Node 7826 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T7827","Node 7827","Node 7827 description","Node 7827 memo","ROADM","Group 3","G3","Parent 3"
"T7828","Node 7828","Node 7828 description","Node 7828 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T7829","Node 7829","Node 7829 description","Node 7829 memo","ROADM","Group 2","G2","Parent 2"
"T7830","Node 7830","Node 7830 description","Node 7830 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T7831","Node 7831","Node 7831 description","Node 7831 memo","ROADM","Group 1","G1","Parent 1"
"T7832","Node 7832","Node 7832 description","Node 7832 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T7833","Node 7833","Node 7833 description","Node 7833 memo","ROADM","Group 3","G3","Parent 3"
"T7834","Node 7834","Node 7834 description","Node 7834 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T7835","Node 7835","Node 7835 description","Node 7835 memo","ROADM","Group 2","G2","Parent 2"
"T7836","Node 7836","Node 7836 description","Node 7836 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T7837","Node 7837","Node 7837 description","Node 7837 memo","ROADM","Group 1","G1","Parent 1"
"T7838","Node 7838","Node 7838 description","Node 7838 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T7839","Node 7839","Node 7839 description","Node 7839 memo","ROADM","Group 3","G3","Parent 3"
"T7840","Node 7840","Node 7840 description","Node 7840 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T7841","Node 7841","Node 7841 description","Node 7841 memo","ROADM","Group 2","G2","Parent 2"
"T7842","Node 7842","Node 7842 description","Node 7842 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T7843","Node 7843","Node 7843 description","Node 7843 memo","ROADM","Group 1","G1","Parent 1"
"T7844","Node 7844","Node 7844 description","Node 7844 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T7845","Node 7845","Node 7845 description","Node 7845 memo","ROADM","Group 3","G3","Parent 3"
"T7846","Node 7846","Node 7846 description","Node 7846 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T7847","Node 7847","Node 7847 description","Node 7847 memo","ROADM","Group 2","G2","Parent 2"
"T7848","Node 7848","Node 7848 description","Node 7848 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T7849","Node 7849","Node 7849 description","Node 7849 memo","ROADM","Group 1","G1","Parent 1"
"T7850","Node 7850","Node 7850 description","Node 7850 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T7851","Node 7851","Node 7851 description","Node 7851 memo","ROADM","Group 3","G3","Parent 3"
"T7852","Node 7852","Node 7852 description","Node 7852 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T7853","Node 7853","Node 7853 description","Node 7853 memo","ROADM","Group 2","G2","Parent 2"
"T7854","Node 7854","Node 7854 description","Node 7854 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T7855","Node 7855","Node 7855 description","Node 7855 memo","ROADM","Group 1","G1","Parent 1"
"T7856","Node 7856","Node 7856 description","Node 7856 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T7857","Node 7857","Node 7857 description","Node 7857 memo","ROADM","Group 3","G3","Parent 3"
"T7858","Node 7858","Node 7858 description","Node 7858 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T7859","Node 7859","Node 7859 description","Node 7859 memo","ROADM","Group 2","G2","Parent 2"
"T7860","Node 7860","Node 7860 description","Node 7860 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T7861","Node 7861","Node 7861 description","Node 7861 memo","ROADM","Group 1","G1","Parent 1"
"T7862","Node 7862","Node 7862 description","Node 7862 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T7863","Node 7863","Node 7863 description","Node 7863 memo","ROADM","Group 3","G3","Parent 3"
"T7864","Node 7864","Node 7864 description","Node 7864 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T7865","Node 7865","Node 7865 description","Node 7865 memo","ROADM","Group 2","G2","Parent 2"
"T7866","Node 7866","Node 7866 description","Node 7866 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T7867","Node 7867","Node 7867 description","Node 7867 memo","ROADM","Group 1","G1","Parent 1"
"T7868","Node 7868","Node 7868 description","Node 7868 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T7869","Node 7869","Node 7869 description","Node 7869 memo","ROADM","Group 3","G3","Parent 3"
"T7870","Node 7870","Node 7870 description","Node 7870 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T7871","Node 7871","Node 7871 description","Node 7871 memo","ROADM","Group 2","G2","Parent 2"
"T7872","Node 7872","Node 7872 description","Node 7872 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T7873","Node 7873","Node 7873 description","Node 7873 memo","ROADM","Group 1","G1","Parent 1"
"T7874","Node 7874","Node 7874 description","Node 7874 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T7875","Node 7875","Node 7875 description","Node 7875 memo","ROADM","Group 3","G3","Parent 3"
"T7876","Node 7876","Node 7876 description","Node 7876 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T7877","Node 7877","Node 7877 description","Node 7877 memo","ROADM","Group 2","G2","Parent 2"
"T7878","Node 7878","Node 7878 description","Node 7878 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T7879","Node 7879","Node 7879 description","Node 7879 memo","ROADM","Group 1","G1","Parent 1"
"T7880","Node 7880","Node 7880 description","Node 7880 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T7881","Node 7881","Node 7881 description","Node 7881 memo","ROADM","Group 3","G3","Parent 3"
"T7882","Node 7882","Node 7882 description","Node 7882 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T7883","Node 7883","Node 7883 description","Node 7883 memo","ROADM","Group 2","G2","Parent 2"
"T7884","Node 7884","Node 7884 description","Node 7884 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T7885","Node 7885","Node 7885 description","Node 7885 memo","ROADM","Group 1","G1","Parent 1"
"T7886","Node 7886","Node 7886 description","Node 7886 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T7887","Node 7887","Node 7887 description","Node 7887 memo","ROADM","Group 3","G3","Parent 3"
"T7888","Node 7888","Node 7888 description","Node 7888 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T7889","Node 7889","Node 7889 description","Node 7889 memo","ROADM","Group 2","G2","Parent 2"
"T7890","Node 7890","Node 7890 description","Node 7890 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T7891","Node 7891","Node 7891 description","Node 7891 memo","ROADM","Group 1","G1","Parent 1"
"T7892","Node 7892","Node 7892 description","Node 7892 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T7893","Node 7893","Node 7893 description","Node 7893 memo","ROADM","Group 3","G3","Parent 3"
"T7894","Node 7894","Node 7894 description","Node 7894 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T7895","Node 7895","Node 7895 description","Node 7895 memo","ROADM","Group 2","G2","Parent 2"
"T7896","Node 7896","Node 7896 description","Node 7896 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T7897","Node 7897","Node 7897 description","Node 7897 memo","ROADM","Group 1","G1","Parent 1"
"T7898","Node 7898","Node 7898 description","Node 7898 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T7899","Node 7899","Node 7899 description","Node 7899 memo","ROADM","Group 3","G3","Parent 3"
"T7900","Node 7900","Node 7900 description","Node 7900 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T7901","Node 7901","Node 7901 description","Node 7901 memo","ROADM","Group 2","G2","Parent 2"
"T7902","Node 7902","Node 7902 description","Node 7902 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T7903","Node 7903","Node 7903 description","Node 7903 memo","ROADM","Group 1","G1","Parent 1"
"T7904","Node 7904","Node 7904 description","Node 7904 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T7905","Node 7905","Node 7905 description","Node 7905 memo","ROADM","Group 3","G3","Parent 3"
"T7906","Node 7906","Node 7906 description","Node 7906 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T7907","Node 7907","Node 7907 description","Node 7907 memo","ROADM","Group 2","G2","Parent 2"
"T7908","Node 7908","Node 7908 description","Node 7908 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T7909","Node 7909","Node 7909 description","Node 7909 memo","ROADM","Group 1","G1","Parent 1"
"T7910","Node 7910","Node 7910 description","Node 7910 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T7911","Node 7911","Node 7911 description","Node 7911 memo","ROADM","Group 3","G3","Parent 3"
"T7912","Node 7912","Node 7912 description","Node 7912 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T7913","Node 7913","Node 7913 description","Node 7913 memo","ROADM","Group 2","G2","Parent 2"
"T7914","Node 7914","Node 7914 description","Node 7914 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T7915","Node 7915","Node 7915 description","Node 7915 memo","ROADM","Group 1","G1","Parent 1"
"T7916","Node 7916","Node 7916 description","Node 7916 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T7917","Node 7917","Node 7917 description","Node 7917 memo","ROADM","Group 3","G3","Parent 3"
"T7918","Node 7918","Node 7918 description","Node 7918 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T7919","Node 7919","Node 7919 description","Node 7919 memo","ROADM","Group 2","G2","Parent 2"
"T7920","Node 7920","Node 7920 description","Node 7920 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T7921","Node 7921","Node 7921 description","Node 7921 memo","ROADM","Group 1","G1","Parent 1"
"T7922","Node 7922","Node 7922 description","Node 7922 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T7923","Node 7923","Node 7923 description","Node 7923 memo","ROADM","Group 3","G3","Parent 3"
"T7924","Node 7924","Node 7924 description","Node 7924 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T7925","Node 7925","Node 7925 description","Node 7925 memo","ROADM","Group 2","G2","Parent 2"
"T7926","Node 7926","Node 7926 description","Node 7926 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T7927","Node 7927","Node 7927 description","Node 7927 memo","ROADM","Group 1","G1","Parent 1"
"T7928","Node 7928","Node 7928 description","Node 7928 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T7929","Node 7929","Node 7929 description","Node 7929 memo","ROADM","Group 3","G3","Parent 3"
"T7930","Node 7930","Node 7930 description","Node 7930 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T7931","Node 7931","Node 7931 description","Node 7931 memo","ROADM","Group 2","G2","Parent 2"
"T7932","Node 7932","Node 7932 description","Node 7932 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T7933","Node 7933","Node 7933 description","Node 7933 memo","ROADM","Group 1","G1","Parent 1"
"T7934","Node 7934","Node 7934 description","Node 7934 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T7935","Node 7935","Node 7935 description","Node 7935 memo","ROADM","Group 3","G3","Parent 3"
"T7936","Node 7936","Node 7936 description","Node 7936 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T7937","Node 7937","Node 7937 description","Node 7937 memo","ROADM","Group 2","G2","Parent 2"
"T7938","Node 7938","Node 7938 description","Node 7938 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T7939","Node 7939","Node 7939 description","Node 7939 memo","ROADM","Group 1","G1","Parent 1"
"T7940","Node 7940","Node 7940 description","Node 7940 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T7941","Node 7941","Node 7941 description","Node 7941 memo","ROADM","Group 3","G3","Parent 3"
"T7942","Node 7942","Node 7942 description","Node 7942 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T7943","Node 7943","Node 7943 description","Node 7943 memo","ROADM","Group 2","G2","Parent 2"
"T7944","Node 7944","Node 7944 description","Node 7944 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T7945","Node 7945","Node 7945 description","Node 7945 memo","ROADM","Group 1","G1","Parent 1"
"T7946","Node 7946","Node 7946 description","Node 7946 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T7947","Node 7947","Node 7947 description","Node 7947 memo","ROADM","Group 3","G3","Parent 3"
"T7948","Node 7948","Node 7948 description","Node 7948 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T7949","Node 7949","Node 7949 description","Node 7949 memo","ROADM","Group 2","G2","Parent 2"
"T7950","Node 7950","Node 7950 description","Node 7950 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T7951","Node 7951","Node 7951 description","Node 7951 memo","ROADM","Group 1","G1","Parent 1"
"T7952","Node 7952","Node 7952 description","Node 7952 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T7953","Node 7953","Node 7953 description","Node 7953 memo","ROADM","Group 3","G3","Parent 3"
"T7954","Node 7954","Node 7954 description","Node 7954 memo","TRANSPONDER","Group 1","G1","Parent 1"
